Importer,Year,Value,Ad val. duties,Number of lines,European Union
,(US$),Simple average,MFN duties,Pref. duties,European Union
,MFN,Best,All items,Non ad val.,All items,Non ad val.,European Union
300431 - - Containing insulin,"1,460,136",16.50,16.50,1,,,,European Union
300432 - - Containing adrenal cortical hormones,"85,378",16.50,16.50,1,,,,European Union
300439 - - Other,"632,532",10.50,10.50,28,,,,European Union
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading No. 29.37 or antibiotics","5,783,824",12.50,12.50,5,,,,European Union
300450 - Other medicaments containing vitamins or other products of heading No. 29.36,"2,630,674",12.79,12.79,7,,,,European Union
300490 - Other,"138,129,477",13.19,13.19,64,,,,European Union
300510 - Adhesive dressings and other articles having an adhesive layer,"5,725,181",10.44,10.44,8,,,,European Union
300590 - Other,"3,080,824",10.00,10.00,5,,,,European Union
"300610 - Sterile surgical catgut, similar sterile suture materials and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics","2,587,714",9.50,9.50,4,,,,European Union
300620 - Blood-grouping reagents,"366,442",12.50,12.50,1,,,,European Union
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"3,302,719",5.45,5.45,10,,,,European Union
300640 - Dental cements and other dental fillings; bone reconstruction cements,"3,640,779",7.83,7.83,3,,,,European Union
300650 - First-aid boxes and kits,"26,396",16.50,16.50,1,,,,European Union
300660 - Chemical contraceptive preparations based on hormones or spermicides,,14.50,14.50,1,,,,European Union
,2000,"285,145,059",11.40,11.40,363,,,,European Union
"300110 - Glands and other organs, dried, whether or not powdered","47,659",7.00,7.00,2,,,,European Union
300120 - Extracts of glands or other organs or of their secretions,"17,210",9.00,9.00,2,,,,European Union
300190 - Other,"510,155",7.00,7.00,3,,,,European Union
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","18,103,592",6.22,6.22,18,,,,European Union
300220 - Vaccines for human medicine,"4,498,132",5.22,5.22,18,,,,European Union
300230 - Vaccines for veterinary medicine,"12,501,672",6.78,6.78,9,,,,European Union
300290 - Other,"17,074,268",9.25,9.25,8,,,,European Union
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","11,846",15.29,15.29,7,,,,European Union
300320 - Containing other antibiotics,"554,272",10.75,10.75,24,,,,European Union
300331 - - Containing insulin,,17.00,17.00,1,,,,European Union
300339 - - Other,,10.78,10.78,27,,,,European Union
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading No. 29.37 or antibiotics,"217,323",13.00,13.00,5,,,,European Union
300390 - Other,"20,945,441",13.61,13.61,72,,,,European Union
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","1,387,171",15.29,15.29,7,,,,European Union
300420 - Containing other antibiotics,"20,274,437",10.75,10.75,24,,,,European Union
300431 - - Containing insulin,"2,232,410",17.00,17.00,1,,,,European Union
300432 - - Containing adrenal cortical hormones,"2,766,819",17.00,17.00,1,,,,European Union
300439 - - Other,"230,066",11.00,11.00,28,,,,European Union
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading No. 29.37 or antibiotics","5,057,927",13.00,13.00,5,,,,European Union
300450 - Other medicaments containing vitamins or other products of heading No. 29.36,"2,120,017",13.29,13.29,7,,,,European Union
300490 - Other,"161,431,877",13.69,13.69,64,,,,European Union
300510 - Adhesive dressings and other articles having an adhesive layer,"6,207,683",11.25,11.25,8,,,,European Union
300590 - Other,"1,259,277",11.00,11.00,5,,,,European Union
"300610 - Sterile surgical catgut, similar sterile suture materials and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics","1,707,285",9.00,9.00,4,,,,European Union
300620 - Blood-grouping reagents,"453,148",13.00,13.00,1,,,,European Union
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"2,276,814",5.71,5.71,7,,,,European Union
300640 - Dental cements and other dental fillings; bone reconstruction cements,"3,250,130",7.00,7.00,3,,,,European Union
300650 - First-aid boxes and kits,"8,428",17.00,17.00,1,,,,European Union
300660 - Chemical contraceptive preparations based on hormones or spermicides,,15.00,15.00,1,,,,European Union
,1999,"370,430,834",11.41,11.41,361,,,,European Union
"300110 - Glands and other organs, dried, whether or not powdered","3,668",7.00,7.00,2,,,,European Union
300120 - Extracts of glands or other organs or of their secretions,"4,848",9.00,9.00,2,,,,European Union
300190 - Other,"70,936",7.00,7.00,3,,,,European Union
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","8,026,379",6.22,6.22,18,,,,European Union
300220 - Vaccines for human medicine,"27,830,327",5.22,5.22,18,,,,European Union
300230 - Vaccines for veterinary medicine,"10,797,937",6.71,6.71,7,,,,European Union
300290 - Other,"6,204,614",9.25,9.25,8,,,,European Union
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,15.29,15.29,7,,,,European Union
300320 - Containing other antibiotics,"560,286",10.75,10.75,24,,,,European Union
300331 - - Containing insulin,,17.00,17.00,1,,,,European Union
300339 - - Other,,10.78,10.78,27,,,,European Union
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading No. 29.37 or antibiotics,"974,907",13.00,13.00,5,,,,European Union
300390 - Other,"10,941,743",13.61,13.61,72,,,,European Union
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","1,222,245",15.29,15.29,7,,,,European Union
300420 - Containing other antibiotics,"16,998,578",10.75,10.75,24,,,,European Union
300431 - - Containing insulin,"2,970,470",17.00,17.00,1,,,,European Union
300432 - - Containing adrenal cortical hormones,"3,293,333",17.00,17.00,1,,,,European Union
300439 - - Other,"3,235,691",11.00,11.00,28,,,,European Union
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading No. 29.37 or antibiotics","6,923,602",13.00,13.00,5,,,,European Union
300450 - Other medicaments containing vitamins or other products of heading No. 29.36,"650,907",13.29,13.29,7,,,,European Union
300490 - Other,"257,777,370",13.69,13.69,64,,,,European Union
300510 - Adhesive dressings and other articles having an adhesive layer,"3,809,850",11.25,11.25,8,,,,European Union
300590 - Other,"932,168",11.00,11.00,5,,,,European Union
"300610 - Sterile surgical catgut, similar sterile suture materials and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics","1,540,564",8.75,8.75,4,,,,European Union
300620 - Blood-grouping reagents,"637,868",13.00,13.00,1,,,,European Union
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"1,489,175",5.00,5.00,7,,,,European Union
300640 - Dental cements and other dental fillings; bone reconstruction cements,"3,521,992",6.67,6.67,3,,,,European Union
300650 - First-aid boxes and kits,"11,376",17.00,17.00,1,,,,European Union
300660 - Chemical contraceptive preparations based on hormones or spermicides,,15.00,15.00,1,,,,European Union
,1998,"241,651,616",11.82,11.82,348,,,,European Union
"300110 - Glands and other organs, dried, whether or not powdered",391,7.00,7.00,2,,,,European Union
300120 - Extracts of glands or other organs or of their secretions,"377,308",9.00,9.00,2,,,,European Union
300190 - Other,"147,932",7.00,7.00,3,,,,European Union
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","8,183,293",6.33,6.33,18,,,,European Union
300220 - Vaccines for human medicine,"3,835,287",5.22,5.22,18,,,,European Union
300230 - Vaccines for veterinary medicine,"8,960,361",6.71,6.71,7,,,,European Union
300290 - Other,"2,141,581",9.25,9.25,8,,,,European Union
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",488,15.29,15.29,7,,,,European Union
300320 - Containing other antibiotics,"356,637",11.86,11.86,21,,,,European Union
300331 - - Containing insulin,,17.00,17.00,1,,,,European Union
300339 - - Other,"23,436",11.40,11.40,25,,,,European Union
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading No. 29.37 or antibiotics,"139,884",13.00,13.00,5,,,,European Union
300390 - Other,"30,452,841",13.91,13.91,70,,,,European Union
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","425,445",15.29,15.29,7,,,,European Union
300420 - Containing other antibiotics,"10,764,865",11.86,11.86,21,,,,European Union
300431 - - Containing insulin,"2,068,653",17.00,17.00,1,,,,European Union
300432 - - Containing adrenal cortical hormones,"2,619,372",17.00,17.00,1,,,,European Union
300439 - - Other,"3,103,913",11.62,11.62,26,,,,European Union
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading No. 29.37 or antibiotics","1,764,790",13.00,13.00,5,,,,European Union
300450 - Other medicaments containing vitamins or other products of heading No. 29.36,"1,114,781",15.00,15.00,6,,,,European Union
300490 - Other,"153,464,078",13.86,13.86,63,,,,European Union
300510 - Adhesive dressings and other articles having an adhesive layer,"2,857,944",11.25,11.25,8,,,,European Union
300590 - Other,"1,083,793",11.00,11.00,5,,,,European Union
"300610 - Sterile surgical catgut, similar sterile suture materials and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics","1,919,684",10.00,10.00,4,,,,European Union
300620 - Blood-grouping reagents,"787,253",13.00,13.00,1,,,,European Union
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"2,112,835",7.50,7.50,8,,,,European Union
300640 - Dental cements and other dental fillings; bone reconstruction cements,"2,782,789",8.33,8.33,3,,,,European Union
300650 - First-aid boxes and kits,"23,432",17.00,17.00,1,,,,European Union
300660 - Chemical contraceptive preparations based on hormones or spermicides,"138,550",15.00,15.00,1,,,,European Union
,1997,"159,698,553",11.78,11.78,344,,,,European Union
"300110 - Glands and other organs, dried, whether or not powdered","125,026",7.00,7.00,2,,,,European Union
300120 - Extracts of glands or other organs or of their secretions,"3,770,612",9.00,9.00,2,,,,European Union
300190 - Other,"386,706",7.00,7.00,3,,,,European Union
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","9,908,095",6.33,6.33,18,,,,European Union
300220 - Vaccines for human medicine,"3,423,774",5.22,5.22,18,,,,European Union
300230 - Vaccines for veterinary medicine,"8,085,342",6.71,6.71,7,,,,European Union
300290 - Other,"2,634,839",9.25,9.25,8,,,,European Union
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","54,859",15.29,15.29,7,,,,European Union
300320 - Containing other antibiotics,"94,027",11.86,11.86,21,,,,European Union
300331 - - Containing insulin,,17.00,17.00,1,,,,European Union
300339 - - Other,"3,948",11.09,11.09,23,,,,European Union
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading No. 29.37 or antibiotics,"504,412",13.00,13.00,5,,,,European Union
300390 - Other,"6,675,797",13.91,13.91,70,,,,European Union
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","723,155",15.29,15.29,7,,,,European Union
300420 - Containing other antibiotics,"9,184,569",11.86,11.86,21,,,,European Union
300431 - - Containing insulin,"1,710,054",17.00,17.00,1,,,,European Union
300432 - - Containing adrenal cortical hormones,"2,396,611",17.00,17.00,1,,,,European Union
300439 - - Other,"855,042",11.33,11.33,24,,,,European Union
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading No. 29.37 or antibiotics","61,794",13.00,13.00,5,,,,European Union
300450 - Other medicaments containing vitamins or other products of heading No. 29.36,"1,575,712",15.00,15.00,6,,,,European Union
300490 - Other,"94,193,731",13.86,13.86,63,,,,European Union
300510 - Adhesive dressings and other articles having an adhesive layer,"4,306,774",11.25,11.25,8,,,,European Union
300590 - Other,"1,745,342",11.00,11.00,5,,,,European Union
"300610 - Sterile surgical catgut, similar sterile suture materials and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics","1,403,865",10.00,10.00,4,,,,European Union
300620 - Blood-grouping reagents,"1,157,487",13.00,13.00,1,,,,European Union
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"1,591,620",7.50,7.50,8,,,,European Union
300640 - Dental cements and other dental fillings; bone reconstruction cements,"3,098,099",8.33,8.33,3,,,,European Union
300650 - First-aid boxes and kits,"14,664",17.00,17.00,1,,,,European Union
300660 - Chemical contraceptive preparations based on hormones or spermicides,"12,597",15.00,15.00,1,,,,European Union
,1996,"128,918,574",8.76,8.76,342,,,,European Union
"300110 - Glands and other organs, dried, whether or not powdered","262,873",4.00,4.00,2,,,,European Union
300120 - Extracts of glands or other organs or of their secretions,"1,372,572",6.00,6.00,2,,,,European Union
300190 - Other,"409,415",4.00,4.00,3,,,,European Union
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","26,351,689",3.33,3.33,18,,,,European Union
300220 - Vaccines for human medicine,"1,784,253",2.22,2.22,18,,,,European Union
300230 - Vaccines for veterinary medicine,"6,557,670",3.71,3.71,7,,,,European Union
300290 - Other,"1,878,624",5.67,5.67,6,,,,European Union
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","116,444",12.29,12.29,7,,,,European Union
300320 - Containing other antibiotics,"301,793",8.86,8.86,21,,,,European Union
300331 - - Containing insulin,,14.00,14.00,1,,,,European Union
300339 - - Other,47,8.09,8.09,23,,,,European Union
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading No. 29.37 or antibiotics,"11,875",10.00,10.00,5,,,,European Union
300390 - Other,"8,030,625",10.91,10.91,70,,,,European Union
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","960,020",12.29,12.29,7,,,,European Union
300420 - Containing other antibiotics,"16,148,223",8.86,8.86,21,,,,European Union
300431 - - Containing insulin,"3,183,355",14.00,14.00,1,,,,European Union
300432 - - Containing adrenal cortical hormones,,14.00,14.00,1,,,,European Union
300439 - - Other,"362,416",8.33,8.33,24,,,,European Union
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading No. 29.37 or antibiotics","218,027",10.00,10.00,5,,,,European Union
300450 - Other medicaments containing vitamins or other products of heading No. 29.36,"569,536",12.00,12.00,6,,,,European Union
300490 - Other,"49,866,867",10.86,10.86,63,,,,European Union
300510 - Adhesive dressings and other articles having an adhesive layer,"2,911,884",8.25,8.25,8,,,,European Union
300590 - Other,"1,089,280",6.00,6.00,5,,,,European Union
"300610 - Sterile surgical catgut, similar sterile suture materials and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics","1,866,361",7.00,7.00,4,,,,European Union
